Date;Time;Temp_C;Hum;Press_Bar;TempCabine_C;Charge;SR_Wm2;WindPeak_ms;WindSpeed_Inst;WindSpeed_Avg;WindDir_Inst;WindDir_Avg;Estacao
06/05/2025;16:50;22.93;69.3;1016.89;20.91;13.05;312.26;2.55;2.78;1.34;2.45;254.19;B;
06/05/2025;17:00;31.0;89.58;1017.16;29.6;12.88;145.79;11.0;4.09;9.21;51.77;42.6;B;
06/05/2025;17:10;18.37;88.11;1015.1;26.7;13.19;604.8;4.28;1.71;1.93;139.33;278.16;B;
06/05/2025;17:20;17.07;56.31;1016.02;24.98;13.08;567.1;6.92;6.81;8.2;134.18;224.56;B;
06/05/2025;17:30;23.3;66.0;1014.14;23.16;12.8;55.09;0.96;4.84;9.69;202.87;222.31;B;
06/05/2025;17:40;15.84;35.11;1007.23;24.9;13.17;94.45;5.96;5.23;6.82;60.95;114.88;B;
06/05/2025;17:50;21.48;51.96;1022.43;27.62;12.52;671.38;1.98;2.13;6.12;137.61;126.75;B;
06/05/2025;18:00;25.16;46.38;997.65;31.41;13.19;677.54;3.26;3.48;8.55;240.44;196.04;B;
06/05/2025;18:10;28.74;61.7;1008.31;20.38;12.6;48.57;10.9;4.54;6.76;160.67;333.74;B;
06/05/2025;18:20;22.16;40.72;1013.14;20.73;12.58;120.36;9.36;1.56;0.59;59.35;92.45;B;
06/05/2025;18:30;25.42;68.99;1019.54;18.44;12.5;258.17;5.32;3.16;0.39;221.56;104.13;B;
06/05/2025;18:40;18.13;34.51;1007.78;27.15;12.75;735.56;10.15;3.22;5.17;322.17;344.65;B;
06/05/2025;18:50;4.45;68.24;1011.35;29.42;12.63;306.41;11.24;9.41;2.45;200.17;197.78;B;
06/05/2025;19:00;11.51;48.78;1017.34;28.08;12.7;712.54;5.66;0.6;3.8;3.7;93.53;B;
06/05/2025;19:10;26.19;86.53;1014.57;18.68;12.67;63.7;6.22;3.5;1.68;51.52;175.4;B;
06/05/2025;19:20;21.26;86.05;1015.53;14.28;12.7;779.98;7.85;8.15;3.59;110.18;290.61;B;
06/05/2025;19:30;22.87;62.26;1009.13;23.96;13.1;606.54;3.25;3.54;3.65;341.59;313.17;B;
06/05/2025;19:40;12.72;60.02;1010.65;28.27;12.7;828.74;6.32;2.98;9.62;189.97;189.52;B;
06/05/2025;19:50;22.58;82.39;1007.28;21.48;12.71;376.09;8.32;8.96;0.91;113.7;272.37;B;
06/05/2025;20:00;15.79;44.84;1004.67;21.13;12.7;356.09;2.8;4.41;1.14;58.86;124.85;B;
06/05/2025;20:10;23.7;83.94;1017.24;29.97;12.68;139.61;6.96;4.17;9.93;284.18;62.8;B;
06/05/2025;20:20;13.51;55.28;1010.51;28.83;12.68;629.82;1.12;2.63;8.35;309.49;161.8;B;
06/05/2025;20:30;23.03;40.62;1011.39;29.63;12.95;836.54;2.39;3.62;0.96;336.95;283.76;B;
06/05/2025;20:40;21.13;87.12;1014.41;26.74;12.73;611.07;12.0;1.14;4.91;200.42;342.34;B;
06/05/2025;20:50;26.85;79.19;1017.13;18.31;12.89;35.53;7.49;7.73;2.3;37.39;165.55;B;
06/05/2025;21:00;27.05;88.62;1004.03;23.22;12.96;561.59;3.08;0.04;2.57;85.94;106.06;B;
06/05/2025;21:10;19.47;79.81;1008.34;26.33;12.66;399.17;1.48;0.95;1.32;330.57;314.37;B;
06/05/2025;21:20;13.05;58.59;1018.87;22.77;12.85;397.77;3.03;6.74;8.47;296.44;69.29;B;
06/05/2025;21:30;32.64;59.93;1009.15;21.88;12.74;727.7;9.98;1.76;1.31;198.63;120.66;B;
06/05/2025;21:40;14.85;66.09;1015.65;21.38;12.84;409.64;10.0;2.46;7.34;153.3;332.55;B;
06/05/2025;21:50;20.23;36.59;1017.64;18.84;13.19;574.34;1.16;3.96;9.82;99.68;199.63;B;
06/05/2025;22:00;24.26;62.76;1009.44;27.9;12.63;686.08;9.81;5.95;7.0;216.26;140.07;B;
06/05/2025;22:10;19.77;30.68;1020.25;29.87;13.17;670.36;3.76;8.48;8.32;55.09;32.24;B;
06/05/2025;22:20;10.75;62.77;1010.93;22.71;13.11;736.17;8.42;0.13;3.25;5.73;4.17;B;
06/05/2025;22:30;22.09;82.9;1015.12;26.51;12.87;319.57;1.7;3.7;0.11;341.24;172.84;B;
06/05/2025;22:40;23.04;49.61;1013.86;30.11;12.87;8.01;8.05;7.93;9.42;226.57;166.3;B;
06/05/2025;22:50;23.4;72.53;1013.58;26.47;12.97;131.85;11.75;2.75;7.44;268.21;227.68;B;
06/05/2025;23:00;14.54;57.6;1008.81;21.71;13.16;325.07;1.57;9.15;4.63;289.83;339.11;B;
06/05/2025;23:10;9.01;63.03;1012.78;25.21;12.64;221.16;5.52;1.08;8.89;137.12;5.0;B;
06/05/2025;23:20;16.92;82.9;1009.42;22.98;12.57;182.23;11.2;4.99;2.38;104.13;187.42;B;
06/05/2025;23:30;12.42;88.34;1014.7;22.52;12.65;322.89;1.57;2.85;8.55;142.41;84.37;B;
06/05/2025;23:40;18.98;78.44;1023.25;13.74;12.61;157.89;10.44;2.02;8.31;88.68;336.99;B;
06/05/2025;23:50;25.57;42.89;1020.54;23.36;12.5;899.44;6.78;8.31;2.24;271.57;253.06;B;
07/05/2025;00:00;32.17;86.6;1013.08;22.01;12.91;41.93;9.4;8.32;7.24;313.16;326.69;B;
07/05/2025;00:10;13.49;51.27;1009.19;24.55;12.55;832.06;6.67;9.33;5.08;151.67;84.63;B;
07/05/2025;00:20;17.98;54.56;1010.95;19.72;12.83;615.71;8.65;0.03;0.47;126.93;248.57;B;
07/05/2025;00:30;9.9;50.69;1023.8;22.44;12.71;107.2;8.93;1.39;4.31;127.47;131.27;B;
07/05/2025;00:40;21.16;40.89;1011.8;20.95;12.7;772.29;11.79;4.61;4.7;98.79;335.05;B;
07/05/2025;00:50;20.89;72.04;1011.15;24.65;12.93;257.28;5.79;3.76;4.29;164.84;310.98;B;
07/05/2025;01:00;22.7;47.12;1014.35;24.54;12.84;41.94;10.5;8.72;0.66;123.59;340.98;B;
07/05/2025;01:10;22.5;59.73;1018.74;27.88;12.75;853.03;8.87;7.77;6.12;116.91;164.21;B;
07/05/2025;01:20;27.99;77.5;1016.84;21.43;12.51;613.81;7.74;1.9;4.26;75.71;335.9;B;
07/05/2025;01:30;12.48;55.6;1015.92;29.07;13.11;464.07;5.06;7.63;1.34;88.14;218.89;B;
07/05/2025;01:40;24.47;61.68;1011.42;25.86;12.95;760.79;9.22;3.77;8.04;175.08;128.42;B;
07/05/2025;01:50;28.33;31.52;1012.91;27.65;12.88;850.34;9.88;9.68;9.86;12.57;112.75;B;
07/05/2025;02:00;18.82;74.54;1017.99;28.16;12.87;75.13;2.49;5.76;8.69;258.25;1.96;B;
07/05/2025;02:10;23.5;33.89;1011.07;22.26;12.8;829.33;9.28;0.99;2.75;343.92;66.72;B;
07/05/2025;02:20;29.72;88.92;1013.77;21.48;12.81;734.99;3.62;7.63;1.38;244.28;265.08;B;
07/05/2025;02:30;29.93;89.62;1011.17;22.71;13.0;439.06;2.49;8.24;9.54;47.8;169.86;B;
07/05/2025;02:40;30.65;82.17;1012.87;21.46;13.09;339.0;10.77;7.47;0.63;303.82;277.64;B;
07/05/2025;02:50;22.22;63.48;1025.44;27.47;12.85;276.69;3.09;8.62;5.96;20.94;126.94;B;
07/05/2025;03:00;16.65;32.65;1008.48;24.05;13.07;378.83;7.96;5.87;7.24;46.21;278.59;B;
07/05/2025;03:10;36.95;82.52;1008.61;24.8;12.68;25.3;5.88;9.9;7.04;270.77;18.17;B;
07/05/2025;03:20;23.71;72.78;1021.42;23.86;12.88;719.22;7.7;4.35;0.81;319.43;194.3;B;
07/05/2025;03:30;27.92;65.2;1022.17;22.64;12.82;620.77;6.32;2.43;9.28;72.2;42.32;B;
07/05/2025;03:40;25.8;43.69;1009.85;29.12;12.88;335.03;5.56;5.14;2.61;249.59;252.3;B;
07/05/2025;03:50;15.01;30.85;1016.08;22.18;13.11;23.33;8.28;2.78;4.2;293.06;46.69;B;
07/05/2025;04:00;10.59;40.9;1016.81;24.4;12.58;249.36;8.53;5.14;1.5;218.61;25.45;B;
07/05/2025;04:10;29.84;56.32;1020.94;23.2;13.17;1.66;2.29;4.09;4.44;188.85;316.7;B;
07/05/2025;04:20;5.33;88.7;1019.53;29.94;12.99;618.59;2.02;8.99;8.36;319.01;123.33;B;
07/05/2025;04:30;28.49;83.22;1010.97;30.81;12.87;783.41;10.22;2.74;1.88;20.38;351.55;B;
07/05/2025;04:40;23.21;36.6;1012.82;21.67;13.18;817.15;6.0;0.4;5.46;237.84;257.67;B;
07/05/2025;04:50;19.1;83.36;1018.75;22.2;12.91;285.63;2.45;9.77;1.78;195.66;24.24;B;
07/05/2025;05:00;8.97;45.08;1016.21;25.18;13.13;368.01;6.05;4.85;7.0;126.69;143.46;B;
07/05/2025;05:10;24.83;55.3;1012.41;23.2;13.13;717.02;11.29;6.68;8.15;7.37;180.96;B;
07/05/2025;05:20;25.35;45.22;1017.52;29.63;12.97;560.62;5.13;2.75;9.01;236.24;79.27;B;
07/05/2025;05:30;15.11;42.05;1012.03;19.05;13.04;307.17;7.42;3.98;3.46;356.63;219.07;B;
07/05/2025;05:40;16.67;64.13;1006.16;26.0;12.59;222.11;2.05;7.32;6.25;61.32;137.5;B;
07/05/2025;05:50;20.06;68.81;1010.39;21.1;12.82;511.65;3.54;1.87;8.46;204.96;165.1;B;
07/05/2025;06:00;24.32;32.88;1016.28;24.55;13.0;590.95;5.2;1.91;6.97;333.77;356.85;B;
07/05/2025;06:10;44.98;67.27;1016.29;33.61;13.07;545.56;10.32;0.04;7.23;101.39;47.79;B;
07/05/2025;06:20;26.0;58.6;1008.65;28.38;12.69;635.12;0.56;5.76;7.07;287.2;64.16;B;
07/05/2025;06:30;23.48;64.45;1016.14;20.45;12.66;391.0;1.93;0.16;8.8;276.37;99.43;B;
07/05/2025;06:40;22.32;74.0;1013.32;18.45;13.18;889.26;5.4;8.0;5.74;286.92;292.65;B;
07/05/2025;06:50;27.2;83.64;1024.11;17.29;12.79;215.41;4.52;5.45;5.1;238.37;138.72;B;
07/05/2025;07:00;20.5;78.62;1003.65;21.19;12.58;259.93;10.32;6.45;0.84;95.53;7.69;B;
07/05/2025;07:10;20.49;35.26;1012.03;21.82;12.73;221.45;5.79;1.13;4.25;324.91;296.74;B;
07/05/2025;07:20;32.57;50.31;1006.91;22.58;12.53;678.26;8.06;2.96;8.8;269.8;237.58;B;
07/05/2025;07:30;17.95;85.02;1004.29;25.34;13.01;478.13;6.28;1.06;4.25;264.76;10.7;B;
07/05/2025;07:40;10.76;38.83;1008.96;28.22;12.63;144.03;11.59;8.39;3.3;292.1;261.94;B;
07/05/2025;07:50;22.47;52.27;1021.95;27.13;12.54;180.74;1.89;7.13;7.8;188.48;217.12;B;
07/05/2025;08:00;20.39;30.31;1013.31;22.82;12.63;427.28;5.61;6.8;6.27;189.92;90.97;B;
07/05/2025;08:10;15.45;89.87;1011.41;25.56;12.65;489.58;11.08;4.34;3.95;186.76;181.71;B;
07/05/2025;08:20;21.33;84.15;1018.63;19.35;12.75;410.06;8.39;5.8;8.38;277.73;284.61;B;
07/05/2025;08:30;12.97;77.88;1017.19;25.44;12.94;839.97;7.59;2.33;7.88;218.43;28.27;B;
07/05/2025;08:40;12.79;56.85;1008.06;24.06;12.57;216.97;7.12;3.3;1.41;259.27;245.86;B;
07/05/2025;08:50;15.07;74.02;1014.66;18.57;12.59;564.7;6.13;1.85;6.56;5.17;20.99;B;
07/05/2025;09:00;40.84;70.11;1004.61;17.7;12.88;701.25;7.37;7.17;0.25;327.78;323.57;B;
07/05/2025;09:10;24.83;44.34;1016.27;30.03;13.03;382.69;0.75;4.37;2.83;29.92;241.75;B;
07/05/2025;09:20;32.53;36.03;1017.47;21.56;12.93;788.25;3.82;4.42;9.09;236.19;268.4;B;
07/05/2025;09:30;26.91;84.42;1017.11;29.16;13.06;406.95;7.26;5.95;4.21;72.11;232.0;B;
07/05/2025;09:40;20.61;76.4;1016.08;21.08;13.01;581.23;1.35;3.62;2.0;102.46;140.47;B;
07/05/2025;09:50;24.04;87.38;1004.82;22.05;12.57;301.53;3.19;9.58;3.33;29.01;324.11;B;
07/05/2025;10:00;26.3;60.43;1015.49;21.1;12.74;344.36;1.82;4.92;7.05;22.64;329.0;B;
07/05/2025;10:10;18.63;41.99;1018.38;22.93;12.95;746.0;10.21;7.06;8.38;168.03;184.37;B;
07/05/2025;10:20;18.63;60.09;1013.37;27.86;12.83;601.83;5.54;7.01;0.19;32.16;240.07;B;
07/05/2025;10:30;19.22;32.11;1017.39;17.19;13.14;203.71;9.66;4.59;3.27;136.66;158.21;B;
07/05/2025;10:40;23.56;41.06;1009.82;21.92;12.56;730.08;9.0;9.49;7.26;257.93;229.55;B;
07/05/2025;10:50;15.22;78.0;1022.93;21.4;13.05;71.6;3.84;2.91;3.27;58.52;348.11;B;
07/05/2025;11:00;23.48;70.36;1011.11;24.34;12.65;181.47;11.6;7.04;6.98;188.8;128.22;B;
07/05/2025;11:10;23.86;83.86;1022.42;22.79;12.58;14.53;8.35;2.81;0.86;154.02;68.55;B;
07/05/2025;11:20;21.28;37.98;1007.27;15.82;12.91;384.4;3.09;0.88;0.02;271.24;230.74;B;
07/05/2025;11:30;27.79;61.91;1012.58;26.97;13.02;762.09;0.46;2.98;8.54;95.79;88.1;B;
07/05/2025;11:40;25.42;32.46;1025.16;26.82;12.54;766.74;2.38;9.3;5.12;120.59;296.48;B;
07/05/2025;11:50;18.94;71.35;1015.95;26.31;12.78;703.82;2.42;5.11;1.56;76.88;197.18;B;
07/05/2025;12:00;26.82;36.54;1022.16;21.1;12.88;823.55;5.34;0.37;0.5;230.27;103.64;B;
07/05/2025;12:10;5.73;48.56;1011.45;24.77;12.74;867.64;7.88;5.7;2.47;166.42;95.67;B;
07/05/2025;12:20;25.93;79.46;1021.08;21.99;12.89;190.82;1.29;9.32;3.12;128.52;129.82;B;
07/05/2025;12:30;21.12;75.07;1011.44;20.13;12.7;707.78;5.04;1.05;2.07;327.14;146.41;B;
07/05/2025;12:40;31.31;78.53;1021.5;20.41;12.85;783.79;2.5;5.79;8.51;326.84;41.38;B;
07/05/2025;12:50;13.33;56.7;1014.85;26.76;13.07;238.64;8.35;3.68;0.61;257.85;2.08;B;
07/05/2025;13:00;14.77;40.95;1010.97;25.04;12.66;323.94;3.27;9.93;5.69;248.75;199.82;B;
07/05/2025;13:10;22.91;40.63;1018.01;20.49;12.57;100.74;11.48;0.26;6.18;267.16;222.55;B;
07/05/2025;13:20;15.86;81.21;1017.14;15.54;12.69;858.4;0.91;2.36;1.29;48.68;287.76;B;
07/05/2025;13:30;15.87;55.46;1015.88;17.53;13.11;542.3;2.82;7.49;0.42;199.44;210.93;B;
07/05/2025;13:40;21.58;31.81;1011.05;24.47;12.9;280.12;10.35;0.26;9.77;121.63;167.97;B;
07/05/2025;13:50;19.33;72.13;1014.83;21.89;13.0;613.57;6.01;8.59;5.39;206.8;130.46;B;
07/05/2025;14:00;27.41;38.25;1011.79;31.77;12.62;126.98;11.43;1.09;2.6;338.62;168.95;B;
07/05/2025;14:10;26.22;36.83;1007.93;27.3;12.78;520.03;0.23;9.7;9.62;101.17;5.77;B;
07/05/2025;14:20;29.63;69.78;1023.07;22.71;13.07;203.18;1.1;5.41;7.31;275.42;206.25;B;
07/05/2025;14:30;26.67;89.39;1016.38;18.86;12.56;192.61;5.16;0.35;5.5;44.13;71.86;B;
07/05/2025;14:40;24.65;87.52;1009.4;29.5;12.88;302.08;8.21;9.86;6.25;86.5;126.8;B;
07/05/2025;14:50;20.08;89.95;1009.81;25.69;12.59;233.72;2.76;8.75;3.4;91.47;326.1;B;
07/05/2025;15:00;28.75;72.53;1023.61;29.2;12.85;99.93;6.8;1.19;1.74;18.56;128.7;B;
07/05/2025;15:10;23.69;32.28;1018.68;22.17;12.86;475.52;8.71;2.43;8.11;97.27;345.76;B;
07/05/2025;15:20;21.34;46.78;1015.47;18.14;13.04;374.98;11.78;7.44;4.52;17.84;249.45;B;
07/05/2025;15:30;26.6;31.07;1007.94;20.38;12.8;215.94;3.22;7.64;4.92;344.83;351.07;B;
07/05/2025;15:40;26.2;59.19;1009.38;18.55;13.12;465.44;1.66;0.53;0.8;68.2;324.64;B;
07/05/2025;15:50;24.16;37.3;1006.64;22.27;12.75;219.91;0.01;5.17;7.67;155.08;23.13;B;
07/05/2025;16:00;26.35;85.15;1013.05;20.92;13.03;600.41;8.47;1.58;5.01;74.03;68.58;B;
07/05/2025;16:10;23.26;47.15;1010.22;22.01;13.08;623.27;9.94;5.51;1.9;325.33;190.38;B;
07/05/2025;16:20;22.39;83.48;1018.74;15.77;12.95;217.83;1.37;2.83;6.24;281.65;261.26;B;
07/05/2025;16:30;24.22;48.43;1011.89;31.93;12.54;296.3;1.99;0.1;6.6;151.52;282.81;B;
07/05/2025;16:40;33.35;55.58;1022.47;25.23;12.76;450.91;10.91;7.38;3.86;228.42;62.13;B;
07/05/2025;16:50;24.43;83.43;1015.98;20.33;12.66;478.34;9.77;8.77;7.03;285.14;252.12;B;
07/05/2025;17:00;19.2;31.53;1017.75;24.25;12.74;319.92;6.24;5.95;8.5;53.02;10.7;B;
07/05/2025;17:10;20.88;80.82;1015.85;19.79;13.07;875.28;9.02;7.72;4.62;287.1;288.26;B;
07/05/2025;17:20;26.71;37.64;1008.07;23.85;12.75;782.85;7.17;4.97;5.25;234.15;236.58;B;
07/05/2025;17:30;16.34;35.22;1008.72;22.87;12.69;237.95;2.53;0.79;4.7;57.05;66.98;B;
07/05/2025;17:40;32.57;70.19;1014.15;21.18;12.67;242.5;3.46;1.6;5.15;154.12;48.38;B;
07/05/2025;17:50;10.21;37.37;1014.35;22.39;12.72;811.28;3.36;6.36;9.79;343.08;22.1;B;
07/05/2025;18:00;27.38;73.13;1018.09;26.79;12.92;612.55;10.67;9.58;2.16;218.54;154.45;B;
07/05/2025;18:10;13.41;50.25;1014.0;23.67;12.67;134.95;9.06;2.14;4.05;166.23;65.18;B;
07/05/2025;18:20;22.27;54.09;1007.15;21.89;13.06;806.68;9.03;5.93;0.79;15.54;232.5;B;
07/05/2025;18:30;24.21;46.53;1008.84;21.12;13.0;887.54;1.88;2.73;2.02;121.83;20.68;B;
07/05/2025;18:40;28.84;56.82;1020.93;28.32;13.17;865.61;3.11;0.45;7.04;157.66;162.92;B;
07/05/2025;18:50;22.88;47.35;1006.48;19.86;12.5;195.7;10.34;6.55;2.34;248.61;193.81;B;
07/05/2025;19:00;28.26;69.44;1005.14;27.3;13.01;698.61;11.43;5.47;8.96;143.07;218.31;B;
07/05/2025;19:10;30.89;89.98;1012.97;25.13;13.03;702.17;4.34;1.88;1.94;19.04;154.09;B;
07/05/2025;19:20;30.22;39.99;1009.18;23.01;12.77;21.42;8.48;3.71;5.71;149.34;130.14;B;
07/05/2025;19:30;13.65;85.93;1022.32;24.38;13.08;255.66;4.02;4.13;3.53;142.76;200.33;B;
07/05/2025;19:40;14.12;77.83;1020.38;20.22;12.61;891.13;2.6;1.8;9.44;296.2;308.37;B;
07/05/2025;19:50;17.62;76.2;1017.96;28.36;12.75;848.17;4.29;2.12;3.2;192.85;94.41;B;
07/05/2025;20:00;28.34;68.16;1024.24;21.58;13.16;641.0;6.7;8.9;7.42;134.06;255.63;B;
07/05/2025;20:10;16.57;89.47;1012.76;23.95;12.66;337.1;3.45;5.09;7.6;276.78;10.17;B;
07/05/2025;20:20;21.18;54.91;1019.05;21.9;13.19;591.03;2.83;1.25;1.96;64.95;201.56;B;
07/05/2025;20:30;16.79;67.92;1018.73;20.09;12.83;72.9;2.69;2.77;7.68;349.14;67.56;B;
07/05/2025;20:40;21.62;75.2;1013.27;31.2;12.99;480.57;11.52;2.75;4.15;344.84;87.6;B;
07/05/2025;20:50;14.62;70.96;1020.53;29.26;12.84;188.27;4.34;9.09;6.25;83.94;208.61;B;
07/05/2025;21:00;12.25;49.27;1017.12;21.13;13.18;629.17;4.78;9.05;3.98;241.99;159.55;B;
07/05/2025;21:10;23.61;86.78;1019.7;23.75;13.12;797.59;0.24;1.39;2.36;35.37;13.95;B;
07/05/2025;21:20;13.47;68.86;1011.43;27.95;12.91;232.4;6.16;8.75;5.71;92.05;353.54;B;
07/05/2025;21:30;21.02;74.64;1018.54;27.66;12.53;761.83;11.52;0.42;4.27;73.06;90.1;B;
07/05/2025;21:40;34.59;39.75;1012.72;21.72;12.99;359.12;9.5;9.21;0.35;253.59;116.82;B;
07/05/2025;21:50;19.88;79.81;1012.8;28.92;12.75;875.67;9.61;2.57;0.69;83.95;274.87;B;
07/05/2025;22:00;15.68;47.78;1010.33;31.02;13.19;95.08;5.2;7.79;5.22;174.75;336.3;B;
07/05/2025;22:10;16.47;88.02;1015.44;31.63;12.68;764.05;11.85;0.61;8.15;211.14;318.34;B;
07/05/2025;22:20;19.89;62.59;1019.27;21.94;13.02;780.44;11.25;3.17;9.47;278.09;150.9;B;
07/05/2025;22:30;31.06;48.78;1008.71;22.85;13.09;673.91;6.07;4.41;3.84;348.9;207.72;B;
07/05/2025;22:40;16.14;67.24;1011.99;27.63;12.9;718.14;11.03;9.33;0.8;329.12;117.6;B;
07/05/2025;22:50;17.79;42.04;1018.71;21.52;12.93;382.27;8.53;0.53;8.74;268.16;202.86;B;
07/05/2025;23:00;29.86;55.47;1011.57;27.22;13.13;750.01;6.22;8.3;8.35;215.61;14.95;B;
07/05/2025;23:10;29.75;63.9;1013.83;21.95;12.85;545.5;7.23;9.89;4.31;258.89;311.07;B;
07/05/2025;23:20;17.39;41.42;1020.77;25.84;13.12;668.43;6.56;0.02;4.88;13.47;85.12;B;
07/05/2025;23:30;16.13;36.41;1015.65;29.24;13.12;112.24;3.89;1.05;5.82;318.06;129.14;B;
07/05/2025;23:40;16.39;86.17;1015.68;28.15;12.58;245.83;7.83;2.33;7.51;70.39;298.58;B;
07/05/2025;23:50;34.64;61.96;1011.94;19.55;12.86;827.74;6.93;9.57;0.6;342.14;297.51;B;
08/05/2025;00:00;30.38;58.85;1017.56;21.3;12.86;130.49;6.42;2.61;0.29;125.23;71.72;B;
08/05/2025;00:10;21.73;74.25;1010.71;27.4;12.96;694.5;4.52;1.03;8.16;51.47;169.77;B;
08/05/2025;00:20;15.3;61.26;1020.17;23.57;12.79;891.81;9.41;3.45;5.36;324.47;96.01;B;
08/05/2025;00:30;18.1;42.82;1017.51;28.28;13.09;654.21;3.13;9.19;3.26;213.87;257.21;B;
08/05/2025;00:40;26.6;53.82;1006.6;27.71;13.14;196.38;3.23;1.64;6.93;4.96;151.63;B;
08/05/2025;00:50;31.95;80.81;1000.58;25.23;13.11;744.41;11.84;6.31;2.77;335.39;223.72;B;
08/05/2025;01:00;19.43;32.26;1016.55;28.9;12.72;846.31;11.61;0.04;2.42;198.52;268.78;B;
08/05/2025;01:10;11.48;71.3;1009.91;29.47;13.1;676.24;7.05;3.96;5.83;280.07;33.05;B;
08/05/2025;01:20;25.35;84.15;1014.41;24.35;12.98;56.94;2.89;4.08;5.6;248.02;283.87;B;
08/05/2025;01:30;15.19;42.31;1023.89;21.16;12.88;363.43;2.47;7.11;2.53;83.67;330.24;B;
08/05/2025;01:40;22.08;45.83;1021.57;30.09;13.18;347.92;5.35;9.32;1.79;287.19;161.84;B;
08/05/2025;01:50;27.4;32.19;1021.57;17.87;12.79;386.94;9.73;1.22;4.87;249.84;62.1;B;
08/05/2025;02:00;8.79;37.87;1017.69;14.88;12.98;191.66;2.05;4.62;9.26;41.79;63.66;B;
08/05/2025;02:10;19.47;31.25;1018.19;22.11;12.63;126.09;2.41;3.25;1.77;77.92;68.22;B;
08/05/2025;02:20;19.4;60.22;1015.63;20.78;12.72;595.99;4.09;8.22;1.0;320.52;85.19;B;
08/05/2025;02:30;18.54;53.3;1010.59;27.53;13.1;822.76;4.96;8.87;7.29;308.12;79.32;B;
08/05/2025;02:40;31.27;80.7;1012.97;25.24;13.05;482.89;9.78;4.58;3.71;275.29;326.46;B;
08/05/2025;02:50;17.55;43.14;1007.99;20.21;12.88;85.32;11.98;9.58;4.84;82.18;230.88;B;
08/05/2025;03:00;25.1;48.13;1013.36;22.43;12.78;807.04;0.99;8.28;0.71;3.52;15.81;B;
08/05/2025;03:10;24.04;68.9;1020.45;22.3;12.67;198.75;4.7;1.63;9.98;83.53;69.62;B;
08/05/2025;03:20;15.7;54.43;1019.71;17.2;12.61;250.59;6.19;1.66;1.8;139.6;32.89;B;
08/05/2025;03:30;16.88;62.23;1024.22;19.98;12.59;209.05;0.66;7.51;5.55;117.2;305.41;B;
08/05/2025;03:40;22.26;87.25;1007.11;20.47;12.6;409.1;3.05;3.27;6.29;352.04;53.7;B;
08/05/2025;03:50;23.28;45.13;1010.46;26.53;12.73;521.19;9.54;9.8;2.27;271.46;127.8;B;
08/05/2025;04:00;19.3;66.1;1019.51;21.3;12.61;731.37;4.44;7.96;8.08;90.42;99.32;B;
08/05/2025;04:10;3.89;30.63;1017.85;19.7;13.16;380.44;0.76;2.61;6.62;8.33;353.78;B;
08/05/2025;04:20;22.59;52.64;1018.66;29.8;12.7;687.96;3.74;6.42;8.23;154.87;57.25;B;
08/05/2025;04:30;27.09;64.0;1013.05;22.9;13.16;767.83;4.15;9.14;9.39;297.37;59.45;B;
08/05/2025;04:40;24.69;36.99;1016.37;22.76;12.62;686.87;4.78;9.65;0.27;104.94;240.9;B;
08/05/2025;04:50;13.57;78.87;1018.7;22.38;12.53;198.18;4.1;6.37;7.66;295.93;70.43;B;
08/05/2025;05:00;29.99;79.1;1017.25;23.79;12.65;96.62;10.56;5.82;2.52;82.57;130.69;B;
08/05/2025;05:10;14.04;78.35;1000.54;27.4;12.71;254.9;0.29;8.52;4.01;279.75;262.07;B;
08/05/2025;05:20;26.8;37.24;1012.67;24.96;12.86;793.13;0.07;8.5;7.38;200.11;243.09;B;
08/05/2025;05:30;26.36;46.06;1019.57;31.17;13.18;306.05;7.24;5.95;2.08;223.52;322.03;B;
08/05/2025;05:40;32.95;75.57;1022.98;28.31;12.8;447.32;7.87;0.86;4.76;214.19;126.59;B;
08/05/2025;05:50;30.69;46.04;1017.49;26.04;13.06;319.71;2.51;6.21;2.97;320.12;282.02;B;
08/05/2025;06:00;17.65;47.07;1022.01;14.17;12.73;286.03;5.08;8.04;8.85;356.53;293.01;B;
08/05/2025;06:10;12.85;82.38;1018.17;28.25;12.73;609.98;7.68;7.25;2.29;148.68;82.31;B;
08/05/2025;06:20;18.43;35.78;1023.58;26.67;13.06;251.16;7.91;4.51;1.86;305.27;160.92;B;
08/05/2025;06:30;27.08;86.17;1018.7;15.65;13.13;695.14;4.93;3.04;1.37;334.25;80.26;B;
08/05/2025;06:40;22.85;79.04;1013.89;30.32;12.75;329.08;3.52;0.46;5.03;184.05;36.52;B;
08/05/2025;06:50;21.73;76.56;1015.82;23.51;12.81;371.28;7.12;2.92;1.84;149.59;61.02;B;
08/05/2025;07:00;22.84;81.1;1014.3;30.83;13.0;424.75;3.3;7.32;5.44;235.37;337.49;B;
08/05/2025;07:10;24.94;85.03;1022.69;27.19;12.93;802.59;0.06;9.56;9.1;47.95;12.3;B;
08/05/2025;07:20;25.48;59.19;1017.34;18.0;13.19;891.15;6.19;0.65;4.56;301.36;118.1;B;
08/05/2025;07:30;23.42;55.16;1019.27;20.67;13.15;502.6;6.32;5.62;1.01;264.55;14.85;B;
08/05/2025;07:40;28.76;79.6;1010.19;24.1;12.87;465.15;5.01;0.36;5.88;156.61;277.03;B;
08/05/2025;07:50;20.1;54.01;1022.69;35.08;13.19;837.38;4.27;5.13;7.53;169.54;169.03;B;
